date,author,topic,content,stem,label
26.05.2020 20:13,albaymc,ali babacan,"25. 05. 2020 tarihinde youtube üzerinden yayın yapan gazeteci cüneyt özdemir'in konuğu olan deva partisi genel başkanı. canlı yayında 2 saat soru cevap şeklinde bir sohbet gerçekleşti. bu programı baz alarak değerlendirecek olursak bir seçmen olarak ben ali babacan'a oy verir miyim? vermem. neden oy vermem? çünkü cüneyt özdemir'in bence program boyunca yönelttiği en can alıcı soruya geçiştirme cevap vermiştir. bana göre geçiştirme, başkasına göre çok kıyak cevap olabilir. neydi soru ve alınan cevap; c. özdemir: neden görev aldığınız dönemde müdahale etmediniz? belki o dönem müdahale etseydiniz yaşanan bazı hadiseler yaşanmamış olabilirdi. *a. babacan: aile içi meseleleri dışarıda yansıtmak istemedik. *sayın genel başkan bu ve buna benzer sorulara verdiği cevaplarla beni ikna edebilir ise oy vermeyi düşünebilirim. akıcı konuşmasını beğendim. eyyorlamam bu kadar.",2020 tarih youtube üzer yay yapa gazeteç cüneyt özdemir konuk ola deva partis genel başka canlı yay saat sor cevap şekl bir sohbet gerçekleş bu progra baz alarak değerlendirecek olur bir seçme olarak ben alt babaca oy verir mi verme ne oy verme çünkü cüneyt özdemir be progra boy yönelttik en can alıç soru geçiştirme cevap ver ba gör geçiştirme başka gör çok kıyak cevap olabilir ne sor ve alına cevap özdemir ne görev aldık döne müdahal etmedi belki o döne müdahal etse yaşana baz hadise yaşanmamış olabilir ya babaca ai iç mesele dışarı yansıtmak istemedik say genel başka bu ve p benzer soru verdik cevap be ikna edebilir is oy verme düşünebilir akıç konuşma beğe eyyorlama bu kadar,0
26.05.2020 21:47,titiraprap,ali babacan,"çok güldüm. boynuz kulağı geçmiş resmen. iyi şeyleri kendine, kötü şeyleri başkasına mal etme yöntemini erdoğan'a uygulamış. ekonomi ben varken iyiydi, ben gidince kötüleşti demiş. hahaha. yalan mı? üstelik reis de, benden izin almasa yapabilir miydi türünden konuşup başarısını onaylamış oldu.",çok gül boynuz kulak geç resme i şey kendi köt şey başka mal etme yöntem erdoğa uygulamış ekono ben var i ben gidi kötüleş demiş hahah yala mı üstelik reis dek be iz almas yapabilir mi tür konuşup başarı onaylamış ol,0
26.05.2020 21:48,mekanikmen,ali babacan,bu adamın tek artısı malum partinin oylarını bölecek olması. ama malesef şöyle de bir gerçek var. o malum partinin oyunun %95 i malum şahısa aittir. malum şahsın dışında kalan %5 lik kesimden oy alabilecektir diye düşünüyorum.,bu ada tek artıs mas parti oy bölecek olmas am malesef şö dek bir gerçek var o mas parti oy %95 mas şahıs ait mas şah dış kala lik kes oy alabilecek di düşünüyor,0
27.05.2020 00:03,antikapital,ali babacan,doğruluk payı'nda yapılan analizlere göre söylemlerindeki doğruluk payı ortalaması tayyip erdoğan'ınkiyle aynı olan siyasetçi. neye ne kadar deva olacağını siz düşünün artık. kaynak 1 kaynak 2,doğruluk pa yapıla analiz gör söylem doğruluk pa ortalamas tayyip erdoğa aynı ola siyasetçi ne ne kadar deva olacak siz düş ar kaynak kaynak,0
27.05.2020 00:06,patronaj,ali babacan,"bayadır duyulmasa da bir zamanlar 9 milyon insan tarafından aynı anda atılmış “hırsız, katil akp” sloganındaki “akp”. ülkenin geldiği durumun suç ortağı. berkin elvan’ın katili. ali ismail korkmaz’ı döverek öldüren hükümetin dolar multi milyoneri üyesi. erdoğan gibi yine seküler kesime şirin görünmeye çalışan islamcı-faşist. ihalelerden milyonlar götüren başka bir harami. özelleştirmelerle elde avuçta bir şey bırakmayan bir vatan haini. artık erdoğancı olmaması suçlarını sıfırlamaz. başkanlık sisteminden darbe kanunlarına, fetö’ye ne istedilerse veren katil, hırsız.",ba duyulmas ya bir zaman milyo in taraf aynı an atıl hırsız katil akp slogan akp ülke geldik dur suç ortak berk elva ın katil alt ismael korkmaz ı döverek öldüre hükümet do molti milyoner üyes erdoğa gip y sekü kes şir görünme çalışa islamcı-faşist ihale milyon götüre başka bir harami özelleştirme el avuç bir şey bırakmaya bir va hain ar erdoğa olmamas suç sıfırlamaz başkanlık sistem darbe kanun fetö ya ne istedi vere katil hırsız,0
27.05.2020 01:14,takmam isim falan,ali babacan,hakkında çok soru işaretleri var. özellikle fetö ile geçmişte ne boyutta bir ilişkisi oldu? şu an ona bu konuda nasıl güvenelim? bir de inandırıcılık anlamında bazı çelişkiler var. en büyüğü sürekli hukuktan ve adalet sisteminin geldiği noktadan dem vuruyor ki kesinlikle haklı hatta eleştirilerin eksiği var ama akp eski adalet bakanlarından sadullah ergin şu an bu partinin kurucularından.. resmen ironi gibi..,hakk çok sor işaret var özellik fetö il geçmiş ne boyut bir ilişkis ol şu an on bu konu nasıl güvenel bir dek inandırıcılık anlam baz çelişki var en büyük sürekli hukuk ve adalet sistem geldik nokta dek vuruyor ki kesinlik haklı hat eleştir eksik var am akp eski adalet bakan sadullah ergi şu an bu parti kurucu resme iro gip,0
27.05.2020 02:45,13dg,ali babacan,"önümüzdeki seçimlerde seçmenlerin büyük çoğunluğu ekonomik beklentilerini merkeze koyup oy vereceği için, çok büyük olasılıkla sandıktan en yüksek oyla çıkacak partinin başkanıdır. edit: alternatiflerine kıyasla farkı: sağlayacağını vadettiği değişimin ali'nin şapkasını veli'ye, veli'nin şapkasını ali'ye takmak üzerine olmayıp ekonomik sıkıntı yaşayan insanları bu sıkıntıdan çıkaracağına dair umut oluşturacak potansiyele sahip olmasıdır. aslında umut (zayıf da olsa) ülkemizde seçimlere doğrudan etki eden önemli bir faktör. başkanlık sistemine geçişimize sebep olan da bu umuttur.",ön seçim seçme büyük çoğunluk ekonomik beklenti merkez koyup oy verecek iç çok büyük olasılık sandık en yük o çıkacak parti başka eşit alternatif kıyas farkı sağlayacak vadettik değiş alt şapka vel vel şapka alt takmak üzer olmayıp ekonomik sık yaşaya insan bu sıkıntı çıkaracak dair umut oluşturacak potansiyel sahip olmas asl umut zayıf ya ol ülke seçim doğru etki ne önemli bir faktör başkanlık sistem geçmiş sebep ola ya bu umut,2
27.05.2020 04:01,dostrodamus,ali babacan,"şu anki aktif siyasilerden bambaşka bir yol izliyor. insanlarda merak uyandırıyor, kendini dinletiyor. buraya yok beş alır yok on alır diye tahmin yazmaya gerek yok zira görünen köy kılavuz istemez. bugüne kadar hiç oy vermemiş apolitik arkadaşımın bile bana ilk oyunu bu adama verebileceğini, yıllardır ak partiye oy atmış samimi arkadaşlarımın dahi bu adama oy vermeyi düşündüğünü duyuyorum, hiç öyle sanıldığı gibi %2-%3 lerde kalmayacak. barajı geçer mi geçmez mi bunu artık zaman gösterecek ancak çanlar ak parti için çalıyor. erdoğan tehlikenin farkında ama ak parti seçmeni güç sarhoşluğu yaşadığından olsa gerek hala %2-%3 de kalır deyip kendini avutuyor. hayır zaten şu anki sistemde babacan ve davutoglu toplamda %5 alsa bile neler olacağının farkında değil misiniz? ha yok bunlar kalkıp bahçelinin aklına uyup bu adamların seçime gitmesini engelleyecek bi yasal düzenleme yaparsa, babacan çok rahat 100 bin imza toplayıp cumhurbaşkanı adayı olur, sonra da cümbüşü izleriz. bu halk mağdur insanları bağrına basmayı seviyor. bu adamı mağdur ederek ona en büyük iyiliği yapmış olurlar.",şu anki aktif siyasi bambaşka bir yol izliyor insan merak uyandırıyor kendi dinlemiyor bura yok beş alır yok on alır di tahm yazma gerek yok zira görüne köy kılavuz istemez bugu kadar hiç oy vermemiş apolitik arkadaş bil ba ilk oy bu ada verebilecek yıl az parti oy at sam arkadaş dahi bu ada oy verme düşündük duyuyor hiç ö sanıldık gip %2-%3 ler kalmayacak baraj geçer ki geçmez ki p ar zama gösterecek ancak çan az parti iç çalıyor erdoğa tehlike fark am az parti seçme güç sarhoşluk yaşadık ol gerek hal %2-%3 dek kalır deyip kendi avunuyor hayır zate şu anki siste babaca ve davutoglu topla al bil ne olacak fark değil mi ya yok bun kalkıp bahçe akl uyup bu ada seç gitme engelleyecek bi yasal düzenle yapar babaca çok rahat 100 bir imza toplayıp cumhurbaşka ada olur sonra ya cümbüş iz bu halk mağdur insan bağr basma seviyor bu ada mağdur ederek on en büyük iyilik yap olur,2
27.05.2020 06:57,stagflation,ali babacan,"birisi şunları sorsa diye bekliyorum röportajlarda: “odtü stadında devrimin önünden kaç kere geçtin öyle, kaç kere çocuklarınla bisiklete bindin eymir kenarında, beş sene boyunca bir twit bile niye atmadın? “çok yapmacık geliyor, sanki ak parti tabanına değil de chp, iyi parti tabanına oynuyor gibi. bir de şunu sorsunlar “reza sana niye rüşvet veremedim dedi, kimlere verdi, rezayı tanır mısın, görüştün mü? “",biris şun sor di bekliyor röportaj odtü stadı devr ön kaç ker geç ö kaç ker çocuk bisikle p eymir kenar beş se boy bir twit bil ni atma çok yapmacık geliyor sanki az parti taban değil dek chp i parti taban oynuyor gip bir dek ş sorsun reza sa ni rüşvet veremedi dedi kim ver ceza tanır mı görüş mü,0
27.05.2020 13:07,elbistan,ali babacan,"anlayamadığım bir nokta var. ali babacan’ın geldiği yer belli. uzun yıllardır bir goygoyculuk var. ne kadar doğru ne kadar yanlış ben bilmem. denir ki akp döneminin özellikle yabancı ülkeler özelinde değer verilen bir siyasetçisi. akp tarafında hep saygı duyulmuş gözde bir isim. bu adamın en başta hedefi içinden çıktığı siyasi hareket, en başta hedefi kendisine yakın eski il başkanları, yöneticiler ve en nihayetinde o taban. akp’den çıkıp “ben laik oldum hadi chpliler toplanın” demiyor ki adam. hala özal diyor hala menderes diyor. şimdi sözlükte almış bir korku. vay efendim chp ve iyi parti tabanına oynuyor. oynuyorsa da sanane? ülkede herkes kutuplaşmadan şikayetçi ama herkes kutuplaşma peşinde. benim mahalleme girmesin. entryler resmen “chp ve iyi parti seçmeni dostlar, nolur bir arada durun, bir yere gitmeyin” temalı. manyak mısınız arkadaş siz? ben eti 20 liraya almak istiyorum. ev araba gibi harcamalarım maaşımla erişebileceğim seviyede olsun istiyorum. eğlenceye tatile para ayıracak bir hane ekonomim olsun istiyorum. (örnekleri çoğaltmak mümkün ama en basitlerini en temellerini söylüyorum. özetle alım gücüm yüksek olsun istiyorum. fiyatları maaşları miktar olarak söylemiyorum et ülkede metafor olduğu için onu söyledim bir tek) bana bunu bugün erdoğan verecekse tamam devam etsin. ama bugün bana bunu imamoğlu, yavaş, babacan, davutoğlu, kılıçdaroğlu, karamollaoğlu, akşener, demirtaş, bahçeli, x, y, z. kim verecekse o gelsin. bu iş artık rayından çıktı. armudun sapı üzümün çöpü devri bitti. benim oyum bir dönem babamdan dedemden gelen taraftarlık duygusu ile bir yerlere giden bir oydu. artık yeter. herkese her kesime açığım. yeter ki bana insanca bir yaşam sunsunlar.",anlayamadık bir nok var alt babaca ın geldik yer belli uz yıl bir goygoyculuk var ne kadar doğru ne kadar yanlış ben bilme denir ki akp dönem özellik yabancı ülke özel değer verile bir siyasetçis akp taraf hep saygı duyul göz bir is bu ada en baş hedef iç çıktık siyas hareket en baş hedef kendi yak eski il başkan yönetici ve en nihayet o taba akp sen çıkıp ben laik ol hadi chil topla demiyor ki ada hal özal diyor hal menderes diyor ş sözlük al bir korku vay efe chp ve i parti taban oynuyor oynuyor ya sanane ülke herkes kutuplaşma şikayetçi am herkes kutuplaşma peş be mahalle girme entry resme chp ve i parti seçme dost nolur bir ara dur bir yer gitmey temal manyak mı arkadaş siz ben et lira almak istiyor ev arap gip harcama maaş erişebilecek seviye ol istiyor eğlence tatil par ayıracak bir hane ekono ol istiyor örnek çoğaltmak mümk am en asit en temel söylüyor özet al güç yük ol istiyor fiyat maaş miktar olarak söylemiyor et ülke metafor olduk iç on söyledi bir tek ba p bugu erdoğa verecek tama deva et am bugu ba p imamoğlu yavaş babaca davutoğlu kılıçdaroğlu karamollaoğlu akşener demirtaş bahçel kim verecek o gel bu iş ar ray çık armudu sap üz çöp devri bit be o bir döne baba dede gele taraftarlık duygus il bir yer gi bir o ar yeter herkes her kes açık yeter ki ba insa bir yaşa sunsun,2
27.05.2020 13:59,sirf beyin,ali babacan,yorumsuz...,yorumsuz,1
27.05.2020 14:28,kulturu boyunu asan adam,ali babacan,"kullandığı dili değiştirmemesi gereken siyasetçi. sakin yapılı, ota boka polemiğe girmeyen siyasetçilere hasret kaldık.",kullandık dil değiştirmemes gereke siyasetçi sak yapıl o bok polemik girmeye siyasetçi hasret kal,2
27.05.2020 14:57,very very good,ali babacan,"ota boka polemiğe girmeyen, bağırmayan, kaşları çatık olmayan siyasetçiye gerçekten hasret bu ülke. sadece icraatler ile ilgili bir tık daha “iddialı bir tavır” faydalı olabilir.",o bok polemik girmeye bağırmaya kaş çatık olmaya siyasetçi gerçek hasret bu ülke geç icraat değil sadeç yapacak icraat konuşmak ve p ilgil bir tık dah iddial bir tavır faydal olabilir zira halk göz geç başar sahip zate kendis,2
27.05.2020 15:45,nickli yazar,ali babacan,"çoğu köklü sorunların çözülmesi için alternatif olarak görülen, bir ayda ekonomiyi toparlayacağını ""kurumsal yapılanma, maksimum otuz gündür, bir anda değiştiririz her şeyi"" diyerek buna inanan kitleye hitap eden kişidir. sonuç olarak; ""toplum, karmaşık bir gerçeğe değil, basit bir yalana inanır. ""alexis de tocqueville",çok köklü sor çözülmes iç alternatif olarak görüle bir ay ekonomi toparlayacak kurumsal yapılanma maksim ot g bir an değiştirir her şe diyerek p inana kitle hitap ne kiş sonuç olarak topl karmaşık bir gerçek değil basit bir yala inanır alexios dek roquevil,0
27.05.2020 16:17,pastayiyindiyenkralice,ali babacan,bu aralar yoğun pr'ına maruz kaldığımız deva partisi başkanı. deva trolleri bu başlık yerine biraz da sadullah ergin başlığına yazsalar keşke.,bu ara yok pr maruz kaldık deva partis başka deva trol bu başlık yer biraz ya sadullah ergi başlık yaz keşke,0
27.05.2020 21:01,phd computer engineer,ali babacan,odtü'yü 1989 yılında eş dost akraba cemaat vb ilişkiler ile 4. 0 ortalamayla bir insanın bitirebileceğini iddia edenleri barındıran başlıkgerçekten pes diyorum,odtü 1989 yıl eş dost akrap cemaat vb ilişki il ortalama bir insa bitirebilecek iddia eden barındıra başlıkgerçek pek diyor,1
27.05.2020 22:19,moguk,ali babacan,"eğer gerçekten türkiye'nin geleceğinde söz sahibi bir politikacı olmak istiyorsa, acilen stratejisini değiştirmesi gereken politikacıdır. sağ görüşlü seçmenden oy alabilirim hayali içerisindeyse, sol yada ulusalcı kesime hoş görünme çabasını bırakıp, partisini siyasetin sağında konumlandırmak için gerekeni yapmalıdır. bunun için gayet basit bir mantıkla, sağ tarafta olmak istiyorsa, solun karşısında durmalıdır. şuan da yaptığı şey, akp ve mhp gibi sağ seçmen oylarının, neredeyse tamamını alan partilerin karşısında durarak, sağ parti olduğunu iddia etmek. sağın karşısında olup, sağdan destek alamazsın. bu yanlışla devam ederse, partisi, teoride sağ parti gibi görünüp, uygulumada 3-5 ulusalcı oyu alıp, siyasette yerini konumlandıramadan, tarihin parti çöplüğünde yerini alacaktır. kendisine tavsiyem, ulusalcılara, solculara, atatürkçülere sallayıp, akp'den şüphesi olan seçmenin kafasında alternatif olabilmesidir.",eğer gerçek türki gelecek söz sahip bir politikaç olmak istiyor acile strateji değiştirmes gereke politikaç sağ görüşlü seçme oy alabilir hayali içeri sol ya ulusalcı kes hoş görünme çaba bırakıp parti siyaset sak konumlandırmak iç gereke yapmal bu iç gayet basit bir mantık sağ taraf olmak istiyor sol karşı durmal şuan ya yaptık şey akp ve mhp gip sağ seçme oy nere tamam ala parti karşı durarak sağ parti olduk iddia etmek sak karşı olup sak destek alamaz bu yanlış deva eder partis teori sağ parti gip görünüp uygulama 3-5 ulusalcı o alıp siyaset yer konumlandırma tarih parti çöplük yer alacak kendi tavsiye ulusalcı solcu atatürkçü sallayıp akp şüphes ola seçme kafa alternatif olabilme,1
28.05.2020 00:18,o son cigara,ali babacan,kurgu varsa çelişki vardır. çelişki olmayıp kurgu kullanılıyor da olabilir. diğer tarafta kurgulara nitelik atfetmeyip s. ki vura vura ilerleyen bir adam var. hayat oy verenler için cehennem gerçekten.,kurgu var çelişki var çelişki olmayıp kurgu kullanılıyor ya olabilir diğer taraf kurgu nitelik atfetme ki vur vur ilerleye bir ada var hayat oy veren iç cehenne gerçek,1
25.05.2020 16:07,inlimbo,25 mayıs 2020 cüneyt özdemir ali babacan yayını,"yeni partilerçoğu anaakım medya kanalında yer bulamıyorken değerli bir yayın olacaktır. ne kadar eleştirsek de cüneyt özdemiri de tebrik etmek gerekir. önce davutoğluna şimdi de babacana seslerini duyurabileceği platform sunuyor. ki izlenme sayısını düşündüğümüzde çoğu anaakım sikimsonik kanallardan daha çok izlenmekte kendisi. babacan için gündem belirlemede önemli bir yayın olacaktır. sihaların önüne geçmesi muhtemel, ekonominin ne kadar dipte olduğu konusundaki söylemi tekrar üretmesi açısından önemli olacaktır. benim cüneyt özdemirden sormasını istediğim soru ise kendisinin de yakından takip ettiği rıza sarraf hakkında. o dönem türkiye iranla olan ticaretinde bu tarz kişileri ve yöntemleri kullanırken kendisinin haberi var mıydı? kendisi o dönem sanırım ekonomiden sorumlu başbakan yardımcısıydı. eğer haberi vardıysa -ki- olmaması imkansız bana kalırsa, bu konuda ne düşünüyor acaba?",ye partilerçok anaak medya kanal yer bulamıyor değerli bir yay olacak ne kadar eleştirmek dek cüneyt özdemir dek tebrik etmek gerekir ö davutoğl ş dek babaca ses duyulabilecek platformu sunuyor ki izlenme sayı düşündük çok anaak sikimsonik kanal dah çok izlenmek kendis babaca iç günde belirleme önemli bir yay olacak saha ön geçmes muhtemel ekonom ne kadar dip olduk konus söyle tekrar üretmes açı önemli olacak be cüneyt demir sorma istedik sor is kendi dek yak takip ettik rız sarraf hakk o döne türki ira ola ticaret bu tarz kişi ve yöntem kullanır kendi haber var mı kendis o döne sanır ekonomi sorumlu başbaka yardımcıs eğer haber vardı ik olmamas imkansız ba kalır bu konu ne düşünüyor acap,1
25.05.2020 20:15,florentino perez,25 mayıs 2020 cüneyt özdemir ali babacan yayını,40000 kişinin izlediği genel başkanımızın youtube yayınıdır.,40000 kiş izledik genel başkan youtube yaygı,2
25.05.2020 20:17,dasdadanisda,25 mayıs 2020 cüneyt özdemir ali babacan yayını,"babacan kamera önünde günden güne daha çok gelişiyor. hitabeti, duruşu, vurguları ilk zamanlara göre oldukça iyi.",babaca kamer ön g g dah çok gelişiyor hitabet duruş vurgu ilk zaman gör oldukça i,2
25.05.2020 20:17,bhdrckr,25 mayıs 2020 cüneyt özdemir ali babacan yayını,süleyman soylu yayınından bile fazla izleniyor oluşu bir şeylerin habercisi olabilir.,süleyma soylu yayın bil faz izleniyor oluş bir şey habercis olabilir,1
25.05.2020 20:21,jimmy 2 times,25 mayıs 2020 cüneyt özdemir ali babacan yayını,ali babacan her cümleye 'şöyle' diyerek baslıyor.,alt babaca her cümle diyerek başlıyor,1
25.05.2020 20:28,kartacalihanibal,25 mayıs 2020 cüneyt özdemir ali babacan yayını,cüneyt denen hiyarın kanalına girip de para mı kazandıracağım. para için herşeyi yapar ali babacana yalakalık da yapar. sonra başka programda küfür de eder,cüneyt dene hisar kanal girip dek par mı kazandıracak par iç herşe yapar alt babaca yalakalık ya yapar sonra başka progra küfür dek eder,1
25.05.2020 20:30,jonathan safran foer,25 mayıs 2020 cüneyt özdemir ali babacan yayını,boş muhabbet. odaklamamıyorum bile.,boş muhabbet odaklamamıyor bil,0
25.05.2020 20:32,bickici,25 mayıs 2020 cüneyt özdemir ali babacan yayını,cüneyt gazetecilik yapıyor da bu gazeteciliği herkese yapabiliyor mu önemli olan o.,cüneyt gazetecilik yapıyor ya bu gazetecilik herkes yapabiliyor mu önemli ola o,1
25.05.2020 20:33,holywoodtonight,25 mayıs 2020 cüneyt özdemir ali babacan yayını,"cüneyt özdemir sürekli açık arayan, fırsat kollayan bir pozisyonda malzeme kovalıyor ancak ali babacan özgüvenli bir şekilde tüm atakları boşa çıkarıyor.",cüneyt özdemir sürekli açık araya fırsat kollaya bir pozisyo malze kovalıyor ancak alt babaca özgüvenli bir şekil tüm atak boş çıkarıyor,2
25.05.2020 20:35,zozohoma,25 mayıs 2020 cüneyt özdemir ali babacan yayını,"sevgili özdemir, gazetecilik sadece dövmek değildir. e hadi biraz da gelecek tezahürü üzerinden konuşun.",sevgil özdemir gazetecilik sadeç dövmek değil hadi biraz ya gelecek tezahür üzer konuş,1
25.05.2020 20:37,kremjanti,25 mayıs 2020 cüneyt özdemir ali babacan yayını,"cüno, sözünü kesme adamın. edit: siyasal islamcı diye yaftalayanları gördüm. yapmayın gençler. chp parti olarak ilkelerinden şaşmış durumda. atatürk' ün arkasına saklanıp saçma demeçler veriyorlar. ali babacan, türkiye siyasetinde kartları yeniden dağıtacağa benziyor.",cano söz kesme ada eşit siyasal islamcı di yaralayan gör yapmay genç chp parti olarak ilke şaş dur atatürk ün arka saklanıp saçma demeç veriyor alt babaca türki siyaset kart yeni dağıtacak benziyor,2
25.05.2020 20:39,marineng,25 mayıs 2020 cüneyt özdemir ali babacan yayını,"cüneyt özdemir'in, sık sık konuğunun lafını böldüğü program. bide babacan, vücut dilini fazla abartılı kullanıyor gibi geldi.",cüneyt özdemir sık sık konuk laf böldük progra bil babaca vücut dil faz abartıl kullanıyor gip gel,1
25.05.2020 20:42,ewerest,25 mayıs 2020 cüneyt özdemir ali babacan yayını,"bu simdi ne cevap verdi bank asya sorusuna anlaya n var mi? devlet para vermeden nasil alacakmis, anlamadim. anlayan mesaj atsin bana",bu s ne cevap ver ba asya soru anla var ki devlet par verme nasil olacakmis anlamadı anlaya mesaj ats ba,1
25.05.2020 20:42,tutuklanmadan cezaevine gonderilen adam,25 mayıs 2020 cüneyt özdemir ali babacan yayını,"cüneyt iyi provoke ediyor fetö sorularıyla. yahu bırak 10 sene öncesini, sor bakalım adama ekonomiye yönelik projelerin nedir, eğitimle ilgili projen nedir diye.. neymiş kayınbiraderine on sene önce belediye başkanlığı için torpil yapmış mı gibi alakasız sorular.. edit: iktidar sonrası yapılacak 3 önemli adım olarak; düşünce özgürlüğü, bağımsız yargı, kurumların ıslahı'nın yapılacağını söylediği yayın.",cüneyt i provake ediyor fetö soru yahu bırak se önce sor bakal ada ekonomi yönelik proje ne eğit ilgil proje ne di ne kayınbirader on se ö beledi başkanlık iç torpil yap mı gip alakas soru eşit iktidar sonras yapılacak önemli ad olarak düş özgürlük bağımsız yargı kur ıslah yapılacak söyledik yay,2
25.05.2020 20:43,electrobuzz,25 mayıs 2020 cüneyt özdemir ali babacan yayını,"cüneyt özdemir demin sesli güldürdü. akpden ayrılıp parti kurmak riskli değil mi, silivri soğuktur esprilerinin olduğu bir yerde dedi. ahaha.",cüneyt özdemir de sesli güldür akü ayrılıp parti kurmak riskli değil ki silivri soğuk espri olduk bir yer dedi ahah,1
25.05.2020 20:44,mmorumsu,25 mayıs 2020 cüneyt özdemir ali babacan yayını,yanlı gibi görünse de sağlı sollu güzel sıkıştırıyor cüneyt. siyasi bir tartışmada bunu yapmalıydı ki babacan halkın önünde bir güvence yaratabilsin. zaten teklemeden hepsini de cevaplıyor ve anladığım kadarıyla zorlandığı veya mantıksız sonuçlara varan cevapları yok. başarının formülünü ortak akıla bağlaması da bu güven ortamını oldukça destekleyici bir düşünce. fakat partinin homojen bir yapıda olması çoğu kişinin kafasında soru işaretleri yaratacaktır haklı olarak. yayın süresince bunun ayrıntılı olarak açıklanacağını umuyorum. ayrıca cüneytin babacanın partiden dışlanmasını ölümüne merak edişine dikkat ettim bu da aslında deva partisinin lehine bir bakıma. abdullah gül'ün pasif rolünü parlamenter sisteme bağlayıp şartların farklı olduğunu dillendirmesi de partiden ayrılma gerekçesine bir açıklama olarak da değerlendirilebilir. babacanın polemiğe girmeden türkiye'de siyaset yapma amacı da oldukça ütopik...,yanlı gip gör dek sağlı sollu güzel sıkıştırıyor cüneyt siyas bir tartışma p yapmal ki babaca halk ön bir güve yaratabilir zate bekleme heps dek cevaplıyor ve anladık kadar zorlandık veya mantıksız sonuç vara cevap yok başar formül ortak akıl bağlamas ya bu güve ortam oldukça destekleyiç bir düş fakat parti homoje bir yapı olmas çok kiş kafa sor işaret yaratacak haklı olarak yay süre bu ayrıntıl olarak açıklanacak umuyor ayrıç cüneyt babaka parti dışlanma ölüm merak ediş dikkat et bu ya asl deva parti leh bir bak abdullah gül pasif rol parlamenter siste bağlayıp şart farklı olduk dillendirmes dek parti ayrılma gerekçe bir açıkla olarak ya değerlendirilebilir babaka polemik girme türki siyaset yapma amaç ya oldukça ütopik,1
25.05.2020 20:54,tojourus,25 mayıs 2020 cüneyt özdemir ali babacan yayını,"ali babacan'ın müslüman biri için ""toprağı bol olsun"" diyerek gaf yaptığı yayın.",alt babaca müslüma bir iç toprak bol ol diyerek gaf yaptık yay,1
25.05.2020 20:55,fabri2io,25 mayıs 2020 cüneyt özdemir ali babacan yayını,"1, 5 dakikada bir reklam giren, youtube'dan tiskindiren yayındır.",dakika bir rekla gire youtube tiksindire yay,1
25.05.2020 20:55,timorrenk,25 mayıs 2020 cüneyt özdemir ali babacan yayını,çocuk: reisim bu adam ne diyor? reis: şaka söylüyor oğlum şakaçocuk: şaka maka iyi çakıyor ama reisimedit: alpay özalan'a hak ettiği cevabı vermiştiredit2: özgür demirtaş'ı da ekibine al baba,çocuk res bu ada ne diyor reis şak söylüyor oğl şakaçocuk şak mak i çakıyor am reisimedit alpay özala hak ettik cevap vermiştiredit2 özgür demirtaş ya ekip alt bap,2
25.05.2020 20:55,liondelaturquie,25 mayıs 2020 cüneyt özdemir ali babacan yayını,su an aktif siyasetçiler arasında kalite farkıyla parliyor ali babacan bu adamın bir açığı yok mu acaba?,su an aktif siyasetçi ara kali farkı parlıyor alt babaca bu ada bir açık yok mu acap,2
25.05.2020 20:56,muadil toner,25 mayıs 2020 cüneyt özdemir ali babacan yayını,youtube tt'de 1. sıraya yerleşen yayın an itibariyle,youtube tv sıra yerleşe yay an itibar,1
25.05.2020 20:58,ne clark kentim ne supermanim,25 mayıs 2020 cüneyt özdemir ali babacan yayını,"ben hem davutoğlu hem babacan hem de meral akşener o da yeni bir oluşum sayılır hala, bunları aşırı destekliyorum. ne kadar farklılık olursa o kadar iyi. şu anki iktidar hep sadece 1 düşman yaratıp toplumu ikiye bölüp fikir ayrılıgını sadece 1 kesime yıkıp onun üzerinden algı yönetirdi. ama sanırım o günler geride kaldı. inşallah 2023 e kalmadan tıpkı 2002 deki değişim gibi bir imf mali disipliniyle beraber - tabi devamı onun gibi olmayan - çok iyi günlerin gelmesini canı gönülden her vatandaş gibi ben de istiyorum. ama mevcut hükümet ve onun stepnesi ile bu olacak gibi durmuyor.",ben hem davutoğlu hem babaca hem dek meral akşener o ya ye bir oluş sayılır hal bun aşır destekliyor ne kadar farklılık olur o kadar i şu anki iktidar hep sadeç düşma yaratıp topl iki bölüp fikir ayrılık sadeç kes yıkıp o üzer algı yönetir am sanır o gün geri kal inşallah 2023 kalma tıpkı 2002 dek değiş gip bir imf mali disiplin beraber tabi deva o gip olmaya çok i g gelme ca gönül her vatandaş gip ben dek istiyor am mevcut hükümet ve o tepes il bu olacak gip durmuyor,2
25.05.2020 20:59,silsmile,25 mayıs 2020 cüneyt özdemir ali babacan yayını,bugüne kadar kimsenin bu kadar açık açık konuştuğunu görmedim. hala kişi olarak ekrem imamoğlu ve mansur yavaş'çı bir adamım fakat parti olarak deva partisi bana çok sıcak gelmeye başladı. bakalım nasıl bir yol izleyecekler.,bugu kadar kimse bu kadar açık açık konuştuk görmedi hal kiş olarak ekre imamoğlu ve mansur yavaş bir ada fakat parti olarak deva partis ba çok sıcak gelme başladı bakal nasıl bir yol izleyecek,2
